login_id,user_id,timestamp,ip_address,city,country,latitude,longitude,device_type,user_agent,login_successful,failed_attempts_before_success,mfa_change_flag,mfa_method,typing_speed_ms,session_duration_min,is_suspicious
LOG-AE75DEE0D72B,USR-000088,2026-02-17 21:52:50,51.78.42.164,Houston,US,29.7419,-95.4385,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,88.3,28.1,False
LOG-FB472E047254,USR-000454,2026-02-17 21:57:55,200.103.103.217,Los Angeles,US,34.066,-118.3171,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,124.0,57.7,False
LOG-CA6FBA307B86,USR-000312,2026-02-17 21:58:41,162.176.242.9,Chicago,US,41.7797,-87.6854,mobile_ios,Mozilla/5.0 (Linux),True,0,False,hardware_key,156.0,44.2,False
LOG-B927DC00CF06,USR-000158,2026-02-17 22:01:13,70.39.23.26,New York,US,40.7466,-73.9838,mobile_android,Mozilla/5.0 (iPhone),True,0,False,email,199.7,70.7,False
LOG-4AC7A6569761,USR-000248,2026-02-17 22:03:36,93.254.172.176,Miami,US,25.7279,-80.1351,mobile_android,Mozilla/5.0 (iPhone),True,0,False,sms,120.5,5.4,False
LOG-8CD0EC2E3327,USR-000406,2026-02-17 22:04:44,70.22.211.241,New York,US,40.7529,-74.0595,tablet,Mozilla/5.0 (Linux),True,0,False,hardware_key,129.1,101.1,False
LOG-8FB184A235A9,USR-000026,2026-02-17 22:05:58,93.57.99.73,Miami,US,25.7418,-80.2208,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,email,125.8,3.1,False
LOG-E24DB8241E8E,USR-000073,2026-02-17 22:09:28,93.5.13.237,Miami,US,25.8251,-80.2321,unknown,Mozilla/5.0 (Linux),True,0,False,authenticator_app,97.8,67.1,False
LOG-2606043CE944,USR-000207,2026-02-17 22:15:20,70.42.208.67,New York,US,40.7697,-74.0487,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,102.7,41.8,False
LOG-38B2B8ACFACE,USR-000432,2026-02-17 22:19:16,93.175.219.158,Miami,US,25.7334,-80.111,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,137.0,70.3,False
LOG-D88773EADC7A,USR-000280,2026-02-17 22:27:35,162.112.153.216,Chicago,US,41.9773,-87.6174,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,email,59.5,37.0,False
LOG-6FAE2E4116C6,USR-000348,2026-02-17 22:31:23,162.33.202.2,Chicago,US,41.8693,-87.6095,unknown,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,146.4,117.7,False
LOG-E3FFBC37DDCA,USR-000217,2026-02-17 22:33:59,51.96.191.71,Houston,US,29.8613,-95.3737,mobile_ios,Mozilla/5.0 (iPhone),False,1,False,authenticator_app,144.4,0,False
LOG-7F53C0191392,USR-000292,2026-02-17 22:39:41,70.214.74.144,New York,US,40.6517,-74.0718,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,99.5,80.1,False
LOG-A0E354DBFD67,USR-000442,2026-02-17 22:47:57,70.207.19.182,New York,US,40.7618,-73.9501,unknown,Mozilla/5.0 (Macintosh),True,0,False,sms,97.6,49.7,False
LOG-D87D21884691,USR-000218,2026-02-17 22:49:16,200.71.135.117,Los Angeles,US,34.0928,-118.1906,tablet,Mozilla/5.0 (Linux),True,0,False,hardware_key,132.1,22.4,False
LOG-0ABED18B93E1,USR-000220,2026-02-17 22:50:02,51.9.43.103,Houston,US,29.643,-95.3385,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,110.3,23.5,False
LOG-4510DAA3B3B3,USR-000234,2026-02-17 22:50:05,70.237.109.244,New York,US,40.6353,-73.9429,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,106.2,17.0,False
LOG-3BFA89C003AB,USR-000190,2026-02-17 22:51:25,200.247.78.44,Los Angeles,US,34.0684,-118.1818,tablet,Mozilla/5.0 (iPhone),True,0,False,hardware_key,155.8,92.8,False
LOG-166B952B26B4,USR-000482,2026-02-17 22:54:17,93.83.85.37,Miami,US,25.7637,-80.2137,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,106.8,59.7,False
LOG-27A541717401,USR-000264,2026-02-17 22:54:31,70.172.152.227,New York,US,40.6557,-74.0553,mobile_android,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,167.0,97.6,False
LOG-31A2EAF2F495,USR-000271,2026-02-17 22:54:45,51.98.162.185,Houston,US,29.7348,-95.3428,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,138.7,37.4,False
LOG-D50A953A6D89,USR-000218,2026-02-17 22:57:30,200.99.76.101,Los Angeles,US,34.029,-118.309,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,141.8,22.4,False
LOG-9FA1E50909C1,USR-000301,2026-02-17 22:57:42,93.204.247.158,Miami,US,25.6932,-80.2498,unknown,Mozilla/5.0 (iPhone),True,0,False,email,54.4,5.7,False
LOG-42CF7CF37B60,USR-000316,2026-02-17 22:57:50,200.3.117.203,Los Angeles,US,34.0635,-118.3048,mobile_android,Mozilla/5.0 (iPhone),True,0,False,hardware_key,138.2,85.6,False
LOG-A2A119A1E1EE,USR-000265,2026-02-17 22:57:56,51.77.86.45,Houston,US,29.8307,-95.3903,mobile_android,Mozilla/5.0 (Linux),True,0,True,sms,161.4,26.9,False
LOG-03C2A24E964C,USR-000018,2026-02-17 22:58:02,93.98.184.162,Miami,US,25.7761,-80.1189,mobile_android,Mozilla/5.0 (Linux),True,0,False,hardware_key,38.9,20.1,False
LOG-C94D36DA72EC,USR-000424,2026-02-17 22:59:27,70.191.111.154,New York,US,40.7527,-74.0937,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,106.5,91.2,False
LOG-6B2765856575,USR-000346,2026-02-17 23:00:06,70.157.116.117,New York,US,40.6934,-73.9695,tablet,Mozilla/5.0 (iPhone),True,0,False,email,105.4,36.4,False
LOG-C7E8738D9D6A,USR-000176,2026-02-17 23:02:16,162.209.145.78,Chicago,US,41.8515,-87.6843,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,58.3,65.1,False
LOG-55FE5A2CD6B1,USR-000202,2026-02-17 23:06:48,70.142.170.247,New York,US,40.6841,-74.0401,tablet,Mozilla/5.0 (Linux),True,0,False,email,138.1,104.8,False
LOG-8B78842E09FE,USR-000261,2026-02-17 23:12:14,70.48.58.18,New York,US,40.7652,-73.96,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,94.6,47.5,False
LOG-2EB0BEDB524C,USR-000072,2026-02-17 23:13:01,70.8.134.154,New York,US,40.7022,-74.0909,tablet,Mozilla/5.0 (Linux),True,0,False,authenticator_app,116.2,72.5,False
LOG-1C1690FDEEC4,USR-000302,2026-02-17 23:13:33,70.66.94.37,New York,US,40.6459,-73.9903,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,email,86.7,101.4,False
LOG-65A1EC70F120,USR-000274,2026-02-17 23:18:52,162.85.29.89,Chicago,US,41.8467,-87.6083,desktop_chrome,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,128.0,108.6,False
LOG-587E203152F2,USR-000138,2026-02-17 23:22:20,51.252.41.212,Houston,US,29.875,-95.3608,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,email,99.6,31.4,False
LOG-3A433DB2376E,USR-000087,2026-02-17 23:22:50,35.211.51.37,Beijing,CN,39.9691,116.5013,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,2,True,authenticator_app,28.7,77.2,True
LOG-17E28D7C5EE0,USR-000352,2026-02-17 23:27:09,200.115.175.208,Los Angeles,US,34.0379,-118.2574,mobile_android,Mozilla/5.0 (Linux),True,0,False,hardware_key,83.7,17.4,False
LOG-884CCC0A9340,USR-000192,2026-02-17 23:32:41,70.7.154.64,New York,US,40.737,-74.0011,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,130.8,1.0,False
LOG-64EA5AF47EC3,USR-000329,2026-02-17 23:40:40,93.49.131.4,Miami,US,25.6737,-80.2296,mobile_ios,Mozilla/5.0 (Linux),True,0,False,sms,150.0,68.4,False
LOG-BFBAB4A863F1,USR-000057,2026-02-17 23:41:30,70.173.166.105,New York,US,40.6901,-74.0444,mobile_ios,Mozilla/5.0 (Macintosh),True,0,True,sms,97.1,87.4,False
LOG-94873BBBC57A,USR-000136,2026-02-17 23:41:52,51.176.202.109,Houston,US,29.7846,-95.3201,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,email,86.8,65.3,False
LOG-F4531107F07A,USR-000383,2026-02-17 23:43:41,162.136.164.184,Chicago,US,41.8789,-87.6197,desktop_firefox,Mozilla/5.0 (iPhone),True,0,True,sms,154.7,72.0,False
LOG-DF21A35C348D,USR-000158,2026-02-17 23:43:59,70.50.148.174,New York,US,40.697,-73.9865,tablet,Mozilla/5.0 (iPhone),True,0,False,sms,107.2,98.8,False
LOG-1F05EA8DC7F9,USR-000446,2026-02-17 23:46:25,162.253.236.113,Chicago,US,41.9021,-87.6038,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,124.1,71.5,False
LOG-4E5DB28A0A05,USR-000066,2026-02-17 23:47:56,162.71.207.61,Chicago,US,41.829,-87.7192,tablet,Mozilla/5.0 (Macintosh),True,0,False,email,144.1,9.7,False
LOG-011447E8B966,USR-000170,2026-02-17 23:48:17,93.235.114.93,Miami,US,25.8204,-80.1243,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,129.8,46.4,False
LOG-B7D6923032BE,USR-000154,2026-02-17 23:50:11,70.22.163.34,New York,US,40.7644,-74.1072,unknown,Mozilla/5.0 (Macintosh),True,0,False,sms,107.5,41.2,False
LOG-394196C7BED2,USR-000070,2026-02-17 23:56:03,200.232.60.17,Los Angeles,US,33.9446,-118.2896,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,126.7,50.9,False
LOG-B415B6E8FB62,USR-000267,2026-02-17 23:57:01,51.51.139.191,Houston,US,29.7037,-95.3768,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,87.9,39.0,False
LOG-4B49569F91AE,USR-000204,2026-02-17 23:58:03,70.251.120.157,New York,US,40.7845,-73.9845,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,72.9,41.3,False
LOG-1E05CB326C4C,USR-000107,2026-02-17 23:58:53,93.206.110.4,Miami,US,25.7146,-80.1307,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,111.7,57.8,False
LOG-8A5186CC99EA,USR-000363,2026-02-18 00:04:15,70.172.130.122,New York,US,40.6797,-74.0515,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,145.4,110.8,False
LOG-C52CD92C1493,USR-000263,2026-02-18 00:08:26,51.106.178.99,Houston,US,29.7379,-95.3235,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,authenticator_app,132.5,30.9,False
LOG-8F36040F27DD,USR-000068,2026-02-18 00:10:31,162.201.171.155,Chicago,US,41.8334,-87.6357,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,130.1,8.0,False
LOG-E0EFEAA6EAF4,USR-000407,2026-02-18 00:11:21,200.118.27.179,Los Angeles,US,34.0473,-118.1972,mobile_android,Mozilla/5.0 (iPhone),True,0,False,email,149.9,12.2,False
LOG-AA8A906693D2,USR-000410,2026-02-18 00:12:11,200.218.71.112,Los Angeles,US,34.0339,-118.2152,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,email,100.9,95.5,False
LOG-27E4E3373419,USR-000260,2026-02-18 00:12:56,51.84.253.7,Houston,US,29.7805,-95.3726,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,email,93.5,42.0,False
LOG-01AAC4B1AAF6,USR-000381,2026-02-18 00:14:55,93.83.9.219,Miami,US,25.8018,-80.2516,unknown,Mozilla/5.0 (Macintosh),True,0,False,email,138.8,33.6,False
LOG-1F32F5AD3072,USR-000219,2026-02-18 00:15:36,51.148.94.176,Houston,US,29.7302,-95.2223,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,136.9,96.9,False
LOG-7E7BF6A8D864,USR-000016,2026-02-18 00:19:01,200.106.152.164,Los Angeles,US,34.0074,-118.2881,tablet,Mozilla/5.0 (iPhone),True,0,False,email,148.0,18.0,False
LOG-FD6DB5AA72A8,USR-000253,2026-02-18 00:19:12,70.94.191.220,New York,US,40.6776,-74.0033,tablet,Mozilla/5.0 (iPhone),True,0,False,sms,98.0,90.6,False
LOG-8E7EDB48D1F6,USR-000010,2026-02-18 00:19:20,93.234.138.140,Miami,US,25.7735,-80.2456,desktop_firefox,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,124.0,75.2,False
LOG-BD46F1575505,USR-000353,2026-02-18 00:22:23,162.122.216.46,Chicago,US,41.9487,-87.671,unknown,Mozilla/5.0 (iPhone),True,0,False,hardware_key,109.9,18.4,False
LOG-F69C74EB6B59,USR-000480,2026-02-18 00:23:07,51.83.172.166,Houston,US,29.8383,-95.2683,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,sms,156.0,93.7,False
LOG-9929E0EEEF94,USR-000493,2026-02-18 00:29:53,93.10.27.66,Miami,US,25.7739,-80.2123,tablet,Mozilla/5.0 (iPhone),True,0,False,email,122.4,55.0,False
LOG-1C6EAE74939F,USR-000052,2026-02-18 00:30:02,93.229.46.215,Miami,US,25.7817,-80.1905,unknown,Mozilla/5.0 (Macintosh),True,0,False,sms,89.5,114.3,False
LOG-149ECD0A0586,USR-000377,2026-02-18 00:30:40,35.247.64.232,Beijing,CN,39.9184,116.3241,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,authenticator_app,37.0,65.4,True
LOG-A4D72F37DBB4,USR-000251,2026-02-18 00:33:42,93.163.252.174,Miami,US,25.8221,-80.2817,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,143.4,21.5,False
LOG-9DDFC4949755,USR-000286,2026-02-18 00:35:13,93.48.201.201,Miami,US,25.7493,-80.2228,desktop_firefox,Mozilla/5.0 (Macintosh),True,0,False,sms,184.6,119.4,False
LOG-C32FA9FE66DC,USR-000014,2026-02-18 00:37:11,70.199.108.7,New York,US,40.721,-74.0006,tablet,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,163.4,41.0,False
LOG-51E16A0BD563,USR-000048,2026-02-18 00:43:24,51.235.173.209,Houston,US,29.7543,-95.3881,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,authenticator_app,109.6,113.6,False
LOG-CD28809555D0,USR-000269,2026-02-18 00:43:52,51.54.129.151,Houston,US,29.8065,-95.4312,mobile_ios,Mozilla/5.0 (Linux),False,2,False,sms,71.3,0,False
LOG-25278A0B689E,USR-000310,2026-02-18 00:44:22,162.183.28.111,Chicago,US,41.8777,-87.5415,unknown,Mozilla/5.0 (Linux),True,0,False,authenticator_app,124.2,64.2,False
LOG-97BC78F3A477,USR-000096,2026-02-18 00:47:05,51.47.57.245,Houston,US,29.7496,-95.3936,desktop_firefox,Mozilla/5.0 (iPhone),True,0,True,authenticator_app,96.6,31.2,False
LOG-239E53DD68D7,USR-000098,2026-02-18 00:53:01,200.73.62.140,Los Angeles,US,34.0473,-118.3525,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,144.2,4.7,False
LOG-F4D8168D96C5,USR-000015,2026-02-18 00:54:00,200.162.187.143,Los Angeles,US,34.0505,-118.1961,mobile_ios,Mozilla/5.0 (Linux),True,0,False,authenticator_app,52.8,6.4,False
LOG-B3D014C9C549,USR-000074,2026-02-18 00:54:20,200.194.202.253,Los Angeles,US,34.1688,-118.3224,desktop_chrome,Mozilla/5.0 (Macintosh),True,0,False,sms,122.9,92.9,False
LOG-9973407B0C04,USR-000075,2026-02-18 00:55:09,93.251.92.104,Miami,US,25.7579,-80.0446,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,98.0,83.4,False
LOG-462836D6EC08,USR-000467,2026-02-18 01:01:04,162.224.172.66,Chicago,US,41.8888,-87.5974,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,81.8,1.8,False
LOG-BB245461AAEF,USR-000348,2026-02-18 01:01:32,162.102.233.127,Chicago,US,41.8638,-87.6171,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,authenticator_app,149.5,28.0,False
LOG-96050A42285A,USR-000158,2026-02-18 01:07:42,70.141.184.127,New York,US,40.7351,-74.0449,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,sms,126.5,59.0,False
LOG-AD9084CEE5D3,USR-000443,2026-02-18 01:14:41,70.110.125.229,New York,US,40.7878,-74.0029,tablet,Mozilla/5.0 (Linux),True,0,False,email,156.1,29.4,False
LOG-71AE5D86D440,USR-000393,2026-02-18 01:19:27,162.237.73.6,Chicago,US,41.8446,-87.5986,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,email,107.2,31.8,False
LOG-0B29EE071749,USR-000187,2026-02-18 01:20:42,93.114.142.122,Miami,US,25.7486,-80.134,mobile_android,Mozilla/5.0 (Linux),True,0,False,hardware_key,100.9,113.7,False
LOG-3B8FDB387091,USR-000254,2026-02-18 01:25:35,200.157.100.182,Los Angeles,US,34.0714,-118.2575,mobile_android,Mozilla/5.0 (Macintosh),True,0,False,email,113.6,5.5,False
LOG-5EAD0A764DF6,USR-000126,2026-02-18 01:30:04,93.246.55.77,Miami,US,25.8176,-80.1579,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,sms,86.7,10.4,False
LOG-25BCFE996638,USR-000070,2026-02-18 01:30:36,200.228.112.27,Los Angeles,US,33.9961,-118.2663,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,118.9,60.1,False
LOG-8EBF3D910BD3,USR-000394,2026-02-18 01:32:16,200.249.223.114,Los Angeles,US,34.0638,-118.2039,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,151.6,5.2,False
LOG-9E8CC7D76917,USR-000151,2026-02-18 01:33:10,200.93.242.86,Los Angeles,US,33.9605,-118.1754,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,116.1,41.9,False
LOG-C14789AC8131,USR-000355,2026-02-18 01:35:48,93.123.29.137,Miami,US,25.813,-80.2609,unknown,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,118.3,93.9,False
LOG-AA021C4823CB,USR-000243,2026-02-18 01:36:58,162.101.197.246,Chicago,US,41.8385,-87.6154,unknown,Mozilla/5.0 (Linux),True,0,False,authenticator_app,167.2,110.7,False
LOG-C37F68FD254F,USR-000127,2026-02-18 01:39:38,162.245.192.89,Chicago,US,41.9084,-87.6023,mobile_android,Mozilla/5.0 (iPhone),True,0,False,email,108.1,52.0,False
LOG-8E9B2B964F0F,USR-000295,2026-02-18 01:40:16,200.36.99.229,Los Angeles,US,34.0505,-118.224,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,sms,184.0,49.1,False
LOG-6B28C97D478D,USR-000349,2026-02-18 01:41:18,70.134.210.37,New York,US,40.6855,-73.9857,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,authenticator_app,160.3,117.8,False
LOG-3C961D012A5B,USR-000004,2026-02-18 01:49:20,200.94.36.237,Los Angeles,US,34.0759,-118.247,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,email,147.5,57.0,False
LOG-F0FAD70779AF,USR-000481,2026-02-18 01:50:43,200.16.149.85,Los Angeles,US,34.0492,-118.2377,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,111.0,51.8,False
LOG-ABA81C892E3A,USR-000028,2026-02-18 01:52:38,70.40.85.71,New York,US,40.7126,-74.0135,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,121.3,53.9,False
LOG-97E76C3934B9,USR-000197,2026-02-18 01:53:00,200.69.66.229,Los Angeles,US,33.9858,-118.1799,unknown,Mozilla/5.0 (Macintosh),True,0,False,hardware_key,121.0,3.3,False
LOG-865F56E9F2A0,USR-000435,2026-02-18 01:53:46,162.156.47.44,Chicago,US,41.9018,-87.5156,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,email,158.9,92.4,False
LOG-E67E2B1832A5,USR-000057,2026-02-18 01:54:18,70.119.170.33,New York,US,40.7366,-74.0128,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,108.7,64.6,False
LOG-F1C6FF40A216,USR-000428,2026-02-18 01:56:25,162.165.121.251,Chicago,US,41.7937,-87.6014,mobile_ios,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,100.1,104.3,False
LOG-9D2CB8B5DC56,USR-000278,2026-02-18 01:58:24,93.187.172.181,Miami,US,25.656,-80.2331,tablet,Mozilla/5.0 (iPhone),True,0,True,sms,106.9,98.4,False
LOG-C7035C29F2BD,USR-000284,2026-02-18 02:09:38,51.56.200.166,Houston,US,29.7856,-95.3893,tablet,Mozilla/5.0 (Linux),True,0,False,sms,92.6,49.9,False
LOG-E21FF57D9520,USR-000255,2026-02-18 02:10:02,200.66.83.68,Los Angeles,US,34.107,-118.1766,unknown,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,102.2,24.5,False
LOG-18A0875892E3,USR-000270,2026-02-18 02:10:10,93.93.194.202,Miami,US,25.7411,-80.2281,mobile_ios,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,107.0,70.5,False
LOG-C6B1D1D43BA7,USR-000124,2026-02-18 02:10:27,93.131.188.248,Miami,US,25.875,-80.2782,desktop_chrome,Mozilla/5.0 (Macintosh),True,0,False,sms,125.0,14.4,False
LOG-70E55ABADA47,USR-000005,2026-02-18 02:11:50,200.12.130.203,Los Angeles,US,34.0728,-118.3086,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,154.1,84.1,False
LOG-D71E765FC11E,USR-000214,2026-02-18 02:16:20,200.204.132.250,Los Angeles,US,34.1581,-118.2304,mobile_ios,Mozilla/5.0 (Linux),True,0,False,email,75.4,100.8,False
LOG-B829773D76AF,USR-000447,2026-02-18 02:16:58,162.217.196.16,Chicago,US,41.8069,-87.6643,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,118.4,42.4,False
LOG-E23FC4932815,USR-000189,2026-02-18 02:20:16,70.99.75.161,New York,US,40.6546,-73.9078,unknown,Mozilla/5.0 (Macintosh),True,0,False,authenticator_app,76.5,36.2,False
LOG-77375868FE83,USR-000414,2026-02-18 02:21:22,51.122.31.193,Houston,US,29.7375,-95.445,tablet,Mozilla/5.0 (Linux),True,0,False,authenticator_app,163.0,17.0,False
LOG-840751C6B1F1,USR-000295,2026-02-18 02:22:12,200.237.155.33,Los Angeles,US,34.0212,-118.1713,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,84.1,90.6,False
LOG-8802F6488CD0,USR-000171,2026-02-18 02:23:10,200.57.139.211,Los Angeles,US,34.0221,-118.2436,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,101.3,74.4,False
LOG-08E7E52AEB7F,USR-000110,2026-02-18 02:23:27,200.203.161.154,Los Angeles,US,34.0363,-118.2969,tablet,Mozilla/5.0 (iPhone),True,0,False,hardware_key,181.6,19.2,False
LOG-8394A7D89051,USR-000124,2026-02-18 02:24:05,93.162.109.94,Miami,US,25.7619,-80.1888,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,authenticator_app,89.4,95.6,False
LOG-6D81D52D61F5,USR-000231,2026-02-18 02:27:46,70.189.239.167,New York,US,40.7222,-73.9704,mobile_android,Mozilla/5.0 (iPhone),True,0,False,email,130.0,7.7,False
LOG-997E41BAF991,USR-000277,2026-02-18 02:31:35,93.56.159.228,Miami,US,25.7433,-80.2641,desktop_chrome,Mozilla/5.0 (Windows NT 10.0),True,0,False,sms,137.9,96.4,False
LOG-2E4F1E3E214B,USR-000381,2026-02-18 02:31:58,93.115.113.50,Miami,US,25.8216,-80.2573,desktop_firefox,Mozilla/5.0 (iPhone),True,0,False,sms,74.2,41.3,False
LOG-4B496998D4C9,USR-000472,2026-02-18 02:33:17,51.27.139.205,Houston,US,29.8093,-95.3216,tablet,Mozilla/5.0 (Macintosh),True,0,False,sms,127.5,33.1,False
LOG-2EE7880D7E56,USR-000098,2026-02-18 02:35:24,200.115.37.13,Los Angeles,US,33.9886,-118.2796,tablet,Mozilla/5.0 (Linux),True,0,False,email,73.1,102.6,False
LOG-ED7FDD768239,USR-000410,2026-02-18 02:40:42,200.43.72.77,Los Angeles,US,34.0593,-118.2324,unknown,Mozilla/5.0 (Linux),True,0,False,hardware_key,165.9,25.3,False
LOG-22585CD81542,USR-000177,2026-02-18 02:43:49,93.176.202.144,Miami,US,25.8549,-80.2051,tablet,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,145.2,45.1,False
LOG-A8D60F94CC1B,USR-000347,2026-02-18 02:46:05,200.53.217.37,Los Angeles,US,34.0717,-118.2314,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,hardware_key,179.2,25.0,False
LOG-DE6ACB284CDD,USR-000482,2026-02-18 02:48:27,93.108.35.214,Miami,US,25.8017,-80.3,unknown,Mozilla/5.0 (Windows NT 10.0),True,0,False,hardware_key,110.9,14.3,False
LOG-A510A111DDD2,USR-000405,2026-02-18 02:52:32,51.75.221.239,Houston,US,29.7867,-95.4328,desktop_chrome,Mozilla/5.0 (iPhone),True,0,False,hardware_key,186.7,43.8,False
LOG-87E3B6C15FCE,USR-000383,2026-02-18 02:53:36,162.48.182.123,Chicago,US,41.9018,-87.6663,tablet,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,91.3,14.7,False
LOG-1A60E22D67E7,USR-000106,2026-02-18 02:55:39,51.113.73.20,Houston,US,29.7526,-95.3711,mobile_ios,Mozilla/5.0 (iPhone),True,0,False,sms,114.4,32.6,False
LOG-A3D33358A22F,USR-000500,2026-02-18 02:59:24,51.215.34.5,Houston,US,29.7888,-95.3162,tablet,Mozilla/5.0 (Macintosh),True,0,False,sms,137.8,109.4,False
LOG-6AFBC3C23A7D,USR-000192,2026-02-18 03:01:21,70.80.3.160,New York,US,40.724,-74.0107,unknown,Mozilla/5.0 (iPhone),True,0,False,sms,86.4,17.3,False
LOG-BAB3C669AA7D,USR-000318,2026-02-18 03:01:41,184.165.181.158,Dubai,AE,25.1508,55.2651,unknown,Mozilla/5.0 (iPhone),True,3,True,authenticator_app,20,73.2,True
LOG-D62C4F799B60,USR-000066,2026-02-18 03:14:39,162.163.204.119,Chicago,US,41.8872,-87.6999,mobile_android,Mozilla/5.0 (Windows NT 10.0),True,0,False,email,60.0,76.7,False
LOG-1FD3D50A8153,USR-000082,2026-02-18 03:14:50,200.234.41.139,Los Angeles,US,34.0534,-118.1491,desktop_chrome,Mozilla/5.0 (Linux),True,0,False,email,96.7,23.5,False
LOG-475EC54D935F,USR-000031,2026-02-18 03:17:40,162.124.203.125,Chicago,US,41.8524,-87.6197,mobile_android,Mozilla/5.0 (iPhone),True,0,False,authenticator_app,84.1,95.4,False
LOG-FA61D48CEDE2,USR-000351,2026-02-18 03:19:14,93.139.142.141,Miami,US,25.6462,-80.2525,desktop_chrome,Mozilla/5.0 (Macintosh),True,0,True,authenticator_app,115.5,90.6,False
LOG-3551DBF649B9,USR-000161,2026-02-18 03:20:55,162.112.230.2,Chicago,US,41.8328,-87.539,desktop_firefox,Mozilla/5.0 (Linux),True,0,False,email,125.1,70.5,False
